path	translation	split
common_voice_zh-CN_18773843.mp3	Nachai, also known as offering marriage or proposing, is the first ritual of Three Letters and Six Rites in the wedding traditions of the Chinese Han culture.	test
common_voice_zh-CN_18773844.mp3	It was assumed that the minister praised by King San of Wa was a Chinese “Toraijin” to Japan.	test
common_voice_zh-CN_18773845.mp3	This character first appeared in the fourth issue of the “”, created by and.	test
common_voice_zh-CN_18773846.mp3	During the Qing Dynasty, the Daitu Kuhali family, who lived in Zakumu, was the most prominent, and its grandson Ying Erdai was awarded a Second-class Duke for his meritorious service.	test
common_voice_zh-CN_18773847.mp3	Tran Tan Binh, official in Vietnam Nguyen Dynasty.	test
common_voice_zh-CN_18773848.mp3	The mainland of the five continents uses the heavenly power imperial city to command Taiyuan, Tiansha and Xuanji, which is opposite to the sacred land of religious studies, Qioangcang, seperating by Fufeng Sea.	test
common_voice_zh-CN_18773849.mp3	All passengers, regardless of their nationality, must complete the entry section and retain the exit section at the point of immigration.	test
common_voice_zh-CN_18773850.mp3	Sun Zhen sent his servant to send letter to collude with Feng Zheng, his father-in-law, to write to the emperor and frame Di Qing up.	test
common_voice_zh-CN_18773851.mp3	Sanae Sanjo, a Japanese Soccer player, member of Japanese National Female Soccer Team.	test
common_voice_zh-CN_18773852.mp3	Nagado Kaoru, Japanese soccer player, member of the National Female Soccer Team.	test
common_voice_zh-CN_18773854.mp3	Before becoming prime minister, he had no political experience.	test
common_voice_zh-CN_18773855.mp3	He is currently at Aberdeen, the Scottish Premier League team.	test
common_voice_zh-CN_18773856.mp3	The first son of Xintong had a friendly relationship with the Waiqiwei family and forbid the relatives of Ping and Hanping emperors to enter the capital.	test
common_voice_zh-CN_18773857.mp3	The emblem is a creative combination of the design elements of the city’s flower "Jasmine", and a visual representation of the athletes in Fuzhou.	test
common_voice_zh-CN_19963954.mp3	The next year, he became King of Yue.	test
common_voice_zh-CN_19963955.mp3	Destruction of advertising is a common method.	test
common_voice_zh-CN_19963956.mp3	Jiaojiang District is in Taizhou City, Zhejiang Province,China.	test
common_voice_zh-CN_19963958.mp3	Get into metamorphosis gradually.	test
common_voice_zh-CN_19963974.mp3	How are you doing?	test
common_voice_zh-CN_19963975.mp3	The Spanish Communist Workers’ Party is a relatively small communist party in Spain.	test
common_voice_zh-CN_19963976.mp3	After the season, Bozu admitted that Bowie did not continue serving as player or coach.	test
common_voice_zh-CN_19963977.mp3	This is a horror game series of independent survival.	test
common_voice_zh-CN_19963978.mp3	And this make him a leader in the field of food design.	test
common_voice_zh-CN_20052847.mp3	Globe implementation.	test
common_voice_zh-CN_20052849.mp3	Suoluhetieni thus commanded his eldest son Meng Ge lead his little brothers and ministers to respond to the call and march toward that place.	test
common_voice_zh-CN_20052850.mp3	There is also a saying, after crossing the river they settled in Koingjiazhuang, cang County.	test
common_voice_zh-CN_20052852.mp3	Takizawa Hideaki made a special attendance to meet Daniel.	test
common_voice_zh-CN_20052854.mp3	The screen of Tv is out of work, and a piece of news that can only be heard is what remains.	test
common_voice_zh-CN_20052892.mp3	This is the title of a folk song.	test
common_voice_zh-CN_20052893.mp3	Xialingfo is a town located in Bavaria, Germany.	test
common_voice_zh-CN_20052894.mp3	Lafumake graduated from the university of Southern California.	test
common_voice_zh-CN_20052896.mp3	Cypraea quadrimaculata is a gastropod of the genus Cypraes in the family Cypaeidae.	test
common_voice_zh-CN_18663053.mp3	Xiang Dezhen, formerly known as Dezhen, literary name Yuanhai, change the name to Mengyuan with the literary name of Xixian.	test
common_voice_zh-CN_18663054.mp3	Includes Eastern Ring main line, Airport line and Huangmao Ping line, mostly within Chongqing main city vicinity.	test
common_voice_zh-CN_18663055.mp3	The reason why it is named "Pinghuan Bridge" is that it crosses the junction stream of Wenling and Yuhuan and connects the two places.	test
common_voice_zh-CN_18663056.mp3	Wu Xinshui, a native in Ningbo, Zhejiang, is a Chinese men's basketball player and coach.	test
common_voice_zh-CN_18663130.mp3	Mack is an unincorporated community in Yavapai County, Arizona, United States.	test
common_voice_zh-CN_18663131.mp3	The Oaks is an unincorporated community in Mendocino County, located in California, USA.	test
common_voice_zh-CN_18663137.mp3	The adverse drug reactions caused by the fifth phosphodiesterase inhibitor are often related to the dosage.	test
common_voice_zh-CN_18663138.mp3	Jonathan Henry Jay, a center fielder for the Chicago White Sox in Major League Baseball.	test
common_voice_zh-CN_18663139.mp3	Copper Cove Subdivision is an unincorporated community in Calaveras County, California, United States.	test
common_voice_zh-CN_18663160.mp3	In addition, and also acquired the right to participate in the northern regional league.	test
common_voice_zh-CN_18663162.mp3	Briceland is an unincorporated community in Humboldt County, California, United States.	test
common_voice_zh-CN_18663163.mp3	Xiubin is also a cousin of Doctor Liu Huaizhen of Nanqi Guanglu.	test
common_voice_zh-CN_18663164.mp3	The Guihua and Anxin Towns were under its jurisdiction.	test
common_voice_zh-CN_18663165.mp3	When nurses enter the workplace, these badges are used to identify their alma mater.	test
common_voice_zh-CN_18663166.mp3	Xiao Yongsheng (“肖”) , also known as Xiao Yongsheng (“萧”) , courtesy name of Ping Zhai was a rich merchant born in Tongsi Town, Fushun County, Sichuan with ancestral home in Hunan.	test
common_voice_zh-CN_18663167.mp3	Spreckels Junction is an unincorporated community in Monterey County, California, United States.	test
common_voice_zh-CN_18663168.mp3	Grzesiak has made an important contribution to the development and popularity of the Polish personal development market.	test
common_voice_zh-CN_18663169.mp3	Hawkins is an unincorporated community in Yavapai County, Arizona, United States.	test
common_voice_zh-CN_19003958.mp3	Nagano Expressway.	test
common_voice_zh-CN_19003963.mp3	Narrow leaves Eriocheir sinesis is a species of the genus of Sophoraae.	test
common_voice_zh-CN_19003965.mp3	The game is set the location in the open world metropolis of California.	test
common_voice_zh-CN_19003966.mp3	They at that time compared Zhuxiongjiaoli beauty with the Hikaru Genji of Genji Monogatri.	test
common_voice_zh-CN_19004002.mp3	This interchange provides an entrance to the outside and an exit to the inside.	test
common_voice_zh-CN_19004003.mp3	The species of origin is in Nagaski, Japan.	test
common_voice_zh-CN_19004005.mp3	Long life span.	test
common_voice_zh-CN_19004006.mp3	Served as a official.	test
common_voice_zh-CN_19004022.mp3	The number of female player in the game increases continuously.	test
common_voice_zh-CN_19004024.mp3	Huanglong Scenic Area is a world natural heritage that located on the north side of the mountain.	test
common_voice_zh-CN_19004026.mp3	The Taiwan National Training Football Team is a team of the National Sports Player Training Center of Republic of China.	test
common_voice_zh-CN_19004031.mp3	Catholic Diocese of Ya Bi and Na Min.	test
common_voice_zh-CN_19004032.mp3	Yanping North Road is divided into nine sections.	test
common_voice_zh-CN_19004033.mp3	The thirty-seventh year of Wanli.	test
common_voice_zh-CN_19004034.mp3	During his lifetime, he expressed the wish that Gorbachev should succeed general secretary.	test
common_voice_zh-CN_19004037.mp3	I.G. Farben quickly became an integral part pf the Nazi industrial foundation.	test
common_voice_zh-CN_19004099.mp3	However, Juno was later considered to be Jupiter’s sister of wife.	test
common_voice_zh-CN_19004101.mp3	People blamed him for making noise in the hall.	test
common_voice_zh-CN_19792538.mp3	The yellow-turban army use earth-yellow items to repel Han Emperor	test
common_voice_zh-CN_19792539.mp3	Fight game Othello of Nintendo game center has been improved by a games console.	test
common_voice_zh-CN_19792540.mp3	Bodongweiliyeer.	test
common_voice_zh-CN_19792542.mp3	Just like the old me.	test
common_voice_zh-CN_19792543.mp3	A colorless inodorous oily liquid.	test
common_voice_zh-CN_19792545.mp3	People will worship him when The Olympic Games is held.	test
common_voice_zh-CN_19792546.mp3	Foxgrass snow ganoderma is in the genus of caryophyllaceae in the family of Dianthus.	test
common_voice_zh-CN_19792547.mp3	Diagram of the population changes of Pasori.	test
common_voice_zh-CN_19792558.mp3	She was diagnosed with diabetes.	test
common_voice_zh-CN_19792559.mp3	Keyoubuluke was first discovered around that time.	test
common_voice_zh-CN_19792560.mp3	The method to make green papaya salad in northeastern Thailand is mentioned in the lyrics.	test
common_voice_zh-CN_19792561.mp3	Zhao Yuchao is a inventor in Taiwan.	test
common_voice_zh-CN_19792562.mp3	Sugar garlic is a traditional pickled food.	test
common_voice_zh-CN_19792568.mp3	The following sales process was very hard.	test
common_voice_zh-CN_19792569.mp3	The judicial part is coordinated.	test
common_voice_zh-CN_19792570.mp3	Different hardware version can support different levels o f hardware decoding.	test
common_voice_zh-CN_19792571.mp3	The police arrested persons involved in pornographic services in entertainment venues.	test
common_voice_zh-CN_19792572.mp3	Weiteneiermengtebi.	test
common_voice_zh-CN_19285426.mp3	Xia Gui	test
common_voice_zh-CN_19285427.mp3	Fan Li, a government officials of Yue state, dug this well when attacked Wu state.	test
common_voice_zh-CN_19285428.mp3	Portuguese Chicken is one of the specialties of Macau cuisine.	test
common_voice_zh-CN_19285429.mp3	Sunni and Shia are the two mainstream sects of the Islamic sect.	test
common_voice_zh-CN_19285430.mp3	Veined Coral is a species of the genus of Coral in the family of Coral Lotus.	test
common_voice_zh-CN_19285431.mp3	Chen Yuantao’s son.	test
common_voice_zh-CN_19285432.mp3	Some modern cultural issues will turn into issues of identity.	test
common_voice_zh-CN_19285433.mp3	Decatur is city located in Dekalb County, Georgia, USA.	test
common_voice_zh-CN_19285434.mp3	He was born in a farmer’s family in Pottsgrove, Pennsylvania.	test
common_voice_zh-CN_19285435.mp3	Naismith is a member of the Basketball Hall of Fame.	test
common_voice_zh-CN_19285461.mp3	Dospat is the central city of Dospat administrative area.	test
common_voice_zh-CN_19285462.mp3	Grandfather runs a grocery store in Omaha.	test
common_voice_zh-CN_19285463.mp3	Castanopsis ceratacantha is a species of the genus of Castanopsis in the family of Fagaceae.	test
common_voice_zh-CN_19285464.mp3	It is located in Taiyuan City, Shanxi Province.	test
common_voice_zh-CN_19285465.mp3	Another less obvious feature is that the radius is longer than the humerus.	test
common_voice_zh-CN_19285496.mp3	Woodin is a unincorporated area in Cococnino County, Arizona, USA.	test
common_voice_zh-CN_19285498.mp3	It is snowing heavily outside.	test
common_voice_zh-CN_19285501.mp3	The capital of Qin Dynasty was located in Xi County of Han Zhong Prefecture.	test
common_voice_zh-CN_19285504.mp3	He also hod a concurrent post of a doctoral tutor for the Chinese Academy of Sciences and China University of Geosciences,	test
common_voice_zh-CN_19794093.mp3	In Matsumoto City, the remains of the middle and Yayoi period were found.	test
common_voice_zh-CN_19794094.mp3	Georgia’s 18th Volunteer Infantry Regiment was an Infantry regiment in the federal army during the American Civil War.	test
common_voice_zh-CN_19794095.mp3	Only through a few entrances in the long wall can enter the village.	test
common_voice_zh-CN_19794096.mp3	Not all the Un member states are willing or able to provided the required information.	test
common_voice_zh-CN_19794097.mp3	It is made up of a group of entrepreneurial and influential businessmen.	test
common_voice_zh-CN_19794108.mp3	Granted him serve as the official of Nanling.	test
common_voice_zh-CN_19794109.mp3	Yunlinjun 28 is a star in the equatorial Aquarius.	test
common_voice_zh-CN_19794110.mp3	The capital, San Pedro Sula, is the second largest city in the country.	test
common_voice_zh-CN_19794111.mp3	When attending meeting, you should know the statement of the People’s Republic of China regarding the armed violations of Taiwan Island.	test
common_voice_zh-CN_19794112.mp3	The Chinese Pinyin input method refers to a Chinese input method that uses Chinese Pinyin to input into Chinese characters.	test
common_voice_zh-CN_19794128.mp3	Father Xiang Hao.	test
common_voice_zh-CN_19794129.mp3	Xiang Yu was defeated by King Han in Pengcheng.	test
common_voice_zh-CN_19794130.mp3	They are considered to be the gazelle with the fastest running speed.	test
common_voice_zh-CN_19794131.mp3	The movies in this list are outsourced movies that have been broadcast on Hong Kong TV but not produced by their companies.	test
common_voice_zh-CN_19794132.mp3	There are environmentally friendly electric boats driven between the park and Donshan River park.	test
common_voice_zh-CN_19794133.mp3	The actual magnification is determined by the focal length of the telescope.	test
common_voice_zh-CN_19794134.mp3	Even later, Ilya was still persecuted by the royal family of Israel.	test
common_voice_zh-CN_19794135.mp3	The English channels of TVB and ATV are required to broadcast educational TV programs and a few English Tv programs.	test
common_voice_zh-CN_19794136.mp3	Pilatinga is a town in the state of Sao Paulo, Brazil.	test
common_voice_zh-CN_18776209.mp3	Zongwei was a political figure of Shu Han in the Three Kingdoms period.	test
common_voice_zh-CN_18776210.mp3	His appearance is described as tall and strong with a knife wound on his cheek.	test
common_voice_zh-CN_18776211.mp3	The highest point is East Xiaojie.	test
common_voice_zh-CN_18776212.mp3	Palazzo Morosini was established by Morosini Family in the 17th century.	test
common_voice_zh-CN_18776224.mp3	In addition, more new Jizhuang are being developed in local districts.	test
common_voice_zh-CN_18776225.mp3	The Utopia World Tour is the seventh major solo concert of the Taiwanese female singer A-mei.	test
common_voice_zh-CN_18776226.mp3	Born in the third year of Hongzhi period.	test
common_voice_zh-CN_18776227.mp3	Palau passports are travel documents issued to citizens of Palau.	test
common_voice_zh-CN_18776229.mp3	This species is of the most brightly color among the diploderma swinhonis	test
common_voice_zh-CN_18776230.mp3	Zhang Xuren was the official and scholar in the Liu Song and Southern Qi dynasties during the Northern and Southern dynasties period.	test
common_voice_zh-CN_18776231.mp3	The battle forced the cancellation of the Dutch army's plan to capture Dunkirk.	test
common_voice_zh-CN_18776249.mp3	She is of German, Irish and Spanish descent.	test
common_voice_zh-CN_18776251.mp3	How could this be	test
common_voice_zh-CN_18776252.mp3	Serious damage.	test
common_voice_zh-CN_18776253.mp3	However, due to the inability to act on behalf of the secretary of state, he was unable to act on his behalf.	test
common_voice_zh-CN_18776259.mp3	She was nominated for Miss Hong Kong by experienced director, Alfred Cheung.	test
common_voice_zh-CN_18776260.mp3	Dixon town and Dixon island are named after Swedish explorer.	test
common_voice_zh-CN_18776261.mp3	Yonathan Levit, Israeli men's badminton player.	test
common_voice_zh-CN_18776263.mp3	Below species include;	test
common_voice_zh-CN_18661533.mp3	a Manchurian of the Bordered Blue Banner.	test
common_voice_zh-CN_18661534.mp3	What happened?	test
common_voice_zh-CN_18661535.mp3	It will take time to get unloading	test
common_voice_zh-CN_18661536.mp3	The old site is now a residential building and therefore not accessible to the general public.	test
common_voice_zh-CN_18661537.mp3	However, such a high screen voltage circuit is very rare.	test
common_voice_zh-CN_18661538.mp3	She was almost paralyzed	test
common_voice_zh-CN_18661539.mp3	The civil aviation department falls under the Central South Regional Administration, while the military aviation department falls under the southern part of the military theater.	test
common_voice_zh-CN_18661541.mp3	Two elder brothers: Niwata Shigimoto, who inherits Niwata's family's resource, and Yichichiji Takanaka, who inherits Yichichiji's family.	test
common_voice_zh-CN_18661542.mp3	Graduated from Lixing middle school, once served as director of Yangmingshan credit cooperative and director of Yangxin bank.	test
common_voice_zh-CN_18661543.mp3	She knew she said something wrong again by accident.	test
common_voice_zh-CN_18661544.mp3	Here are the winners of each year's event:	test
common_voice_zh-CN_18661545.mp3	Within six months, he wrote his novel Variations Without a Theme.	test
common_voice_zh-CN_18661546.mp3	In order to avoid fighting on both sides, Zhu Yuanzhang decided to attack the West and defend the East.	test
common_voice_zh-CN_18661547.mp3	Kosa Lek is the Kosa Pan’s brother.	test
common_voice_zh-CN_18661553.mp3	Good health and good luck	test
common_voice_zh-CN_18661554.mp3	Gaozhou, a state established in Chinese Tang Dynasty.	test
common_voice_zh-CN_18661555.mp3	As for the swordsman, he managed to escape.	test
common_voice_zh-CN_18661556.mp3	Hau Shenwa provided arsenic in the Pinglu incident.	test
common_voice_zh-CN_18661557.mp3	Willow Creek is a census-designated place in Humboldt County, California, United States.	test
common_voice_zh-CN_18651257.mp3	Wolfgang Fischer, German, forged several hundreds pieces of art works by Max Ernst and other artists.	test
common_voice_zh-CN_18651259.mp3	And one of the most important documents of religious reform.	test
common_voice_zh-CN_18651260.mp3	In the small village at the foot of Kongshan mountain in Qingsen County, the young man and his mother live together.	test
common_voice_zh-CN_18651261.mp3	It is the governor state of Shangjing road and the leader of Lishe county and town.	test
common_voice_zh-CN_18651262.mp3	In the third year of Emperor Wen of Sui Dynasty, Guangye county was abolished. Tonggu County and Guangchang county under the jurisdiction of Emperor Wen of Sui Dynasty were directly under Kangzhou.	test
common_voice_zh-CN_18654379.mp3	Stage is an unorganized area located in Fulton County, Arkansas, USA.	test
common_voice_zh-CN_18654380.mp3	Compared to many European languages, this is very normal.	test
common_voice_zh-CN_18654381.mp3	Distract yourself	test
common_voice_zh-CN_18654382.mp3	Then an amban was stationed in Urga to assert Qing control over the Mongol dependencies and the Jebtsundamba was not allowed for reincarnation in the Outer Mongolia.	test
common_voice_zh-CN_18654383.mp3	Hit the brick wall hard	test
common_voice_zh-CN_18654394.mp3	Kong Linlin is one of the female journalists of the China Central Television (CCTV).	test
common_voice_zh-CN_18654395.mp3	She also burst into tears	test
common_voice_zh-CN_18654396.mp3	Southern Zhao County, a Chinese County created during the Northern 7 Southern Dynasty.	test
common_voice_zh-CN_18654397.mp3	Basically, he and Azazl are the same commander who guards the angels.	test
common_voice_zh-CN_18654398.mp3	Gareth Matthews, American philosopher, mainly studies classical philosophy, childhood philosophy and children's philosophy.	test
common_voice_zh-CN_18654409.mp3	In the center of the military cemetery are the tombs of the unknown soldier and Finnish Marshal Carl Gustaf Emil Mannerheim.	test
common_voice_zh-CN_18654410.mp3	Revord is an unorganized area located in Inyo County, California, USA.	test
common_voice_zh-CN_18654411.mp3	On the same day at night, according to Beijing News reported, Kang Mingkai on suspicion of endangering national security law has been reviewed by Beijing Municipal State Security Bureau.	test
common_voice_zh-CN_18654412.mp3	Miracle Hot Springs is an unincorporated community in the Kern River Valley in Kern County, California, United States.	test
common_voice_zh-CN_18654413.mp3	Kaempferia parviflora is an herbaceous plant in the family Zingiberaceae, native to Thailand and planted in Southeast Asia.	test
common_voice_zh-CN_18990535.mp3	The density and size of ghost craters inside the craters are similar to those near the light and dark boundary.	test
common_voice_zh-CN_18990536.mp3	The generations of Zhong Xiang owned the Western Clan of Dapingfan until the Meiji Restoration Era.	test
common_voice_zh-CN_18990537.mp3	Only electricity can be driven.	test
common_voice_zh-CN_18990538.mp3	Crimson purple spots appeared behind the fish gills.	test
common_voice_zh-CN_18990540.mp3	The midline divides the triangle into two parts of equal area.	test
common_voice_zh-CN_18990541.mp3	Yagyushikanryu is a traditional Japanese martial arts.	test
common_voice_zh-CN_18990542.mp3	A plot that often appears in the film is that actors must beg before they can have the orgasm.	test
common_voice_zh-CN_18990546.mp3	Manchester code is used for transmission of local area network.	test
common_voice_zh-CN_18990547.mp3	The opium policy was used to effectively manage people who consumed opium in Taiwan under Japanese rule.	test
common_voice_zh-CN_18990548.mp3	The area around kensuoli crater was the first chosen as the landing point of Apollo’s spacecraft.	test
common_voice_zh-CN_18990549.mp3	Foreign names generally refer to the names of East Asians spelled in Latin letters.	test
common_voice_zh-CN_18990555.mp3	Anchor fruit is a plant of the genus Anchor fruit in the family Actinocarya.	test
common_voice_zh-CN_18990556.mp3	People from Ningxiang, Hunan.	test
common_voice_zh-CN_18990557.mp3	An interim management committee in Iraq is discussing the drafting of the constitution and capital construction plan. This committee is composed of different political forces.	test
common_voice_zh-CN_18990558.mp3	This variety is distributed in Taiwan.	test
common_voice_zh-CN_18990559.mp3	Sleep apnea syndrome lasts for at least ten seconds, and air flow is lower than normal situation.	test
common_voice_zh-CN_18990566.mp3	However, the pope of the Antioch Church refused to sponsor this action.	test
common_voice_zh-CN_18990567.mp3	He was initially diagnosed with paralysis for life.	test
common_voice_zh-CN_18990568.mp3	Widom’s research field is physical chemistry and statistical mechanics.	test
common_voice_zh-CN_18990569.mp3	Criticism of opinions is a suppression of freedom of construction.	test
common_voice_zh-CN_18983159.mp3	He graduated from Zhejiang Provincial Party School.	test
common_voice_zh-CN_18983160.mp3	The owner of Tangqi City, Shinano Kingdom.	test
common_voice_zh-CN_18983162.mp3	The 49th candidate of the 3rd place of Xinmaoke in the 9th year of Yongle Emperor.	test
common_voice_zh-CN_18983164.mp3	List of Universities in Guangdong Province-Qingyuan Vocational and Technical College.	test
common_voice_zh-CN_18983165.mp3	Another branch of the Maonan tribe.	test
common_voice_zh-CN_18983169.mp3	Free vegetarians minimize their impacts on the environment by throwing food away.	test
common_voice_zh-CN_18983170.mp3	Veracruz Port is a town located in Rio Grande do Sul, Brazil.	test
common_voice_zh-CN_18983171.mp3	The highways in Japan are listed below.	test
common_voice_zh-CN_18983172.mp3	Railway station of Azabu Juban Station.	test
common_voice_zh-CN_18983173.mp3	He participated in the construction of Zipingpi Water Conservancy Project.	test
common_voice_zh-CN_18983174.mp3	The fan’s name is Peter Pan.	test
common_voice_zh-CN_18983175.mp3	To ensure the security of the source life.	test
common_voice_zh-CN_18983176.mp3	Luran Castle is located in Ludland, Wilshire, England.	test
common_voice_zh-CN_18983177.mp3	The main motivation is that the Fourier Transform can be extended to function transformation of Abelian Group.	test
common_voice_zh-CN_18983178.mp3	Wei Yingwu.	test
common_voice_zh-CN_18983179.mp3	He was the former chief of staff of the Armored Forces of the Nanjing Military Region of the Chinese People’s Liberation Army.	test
common_voice_zh-CN_18983180.mp3	Gudeman is an unincorporated area located in Koli County, Alabama, USA.	test
common_voice_zh-CN_18983181.mp3	The knockout system will be used in the final stage.	test
common_voice_zh-CN_18983182.mp3	The event is named after the sponsor Suntory.	test
common_voice_zh-CN_18983183.mp3	There is also a Hong Kong Post mailbox in the lobby, which is to facilitate passengers to send letters in the situation.	test
common_voice_zh-CN_18994237.mp3	The 96th candidate of the 3rd place of Renxuke in the 7th year of Jiaqing Emperor.	test
common_voice_zh-CN_18994238.mp3	Siluridae is a genus in the family of Silurus asotus.	test
common_voice_zh-CN_18994239.mp3	Mr. Zhao Weitian graduated from Nanjing National Central University in his early years.	test
common_voice_zh-CN_18994240.mp3	A Chinese top can be matched with Chinese pants or a Chinese skirt.	test
common_voice_zh-CN_18994241.mp3	Pteridum is in genus of the Pteridum.	test
common_voice_zh-CN_18994247.mp3	This film has strong characteristics of Beijing.	test
common_voice_zh-CN_18994248.mp3	The tomb of Ippenburg is also the oldest cemetery in the western Netherlands.	test
common_voice_zh-CN_18994249.mp3	Luokesaile.	test
common_voice_zh-CN_18994250.mp3	Watching his lonely and lost figure.	test
common_voice_zh-CN_18994251.mp3	It is an illegal act that violates the national constitution to shout this slogan	test
common_voice_zh-CN_18994252.mp3	Lebilie.	test
common_voice_zh-CN_18994253.mp3	Krummenabruch is a town located in Bavaria, Germany.	test
common_voice_zh-CN_18994254.mp3	Teachers and students.	test
common_voice_zh-CN_18994255.mp3	Sandus.	test
common_voice_zh-CN_18994256.mp3	The molecular configuration is tetrahedron.	test
common_voice_zh-CN_18994257.mp3	Are you writing an article that will touch and inspire the public?	test
common_voice_zh-CN_18994258.mp3	Yangchajie Town is under the jurisdiction of the Autonomous County of Hani, Yi and Dai, Yuanjiang, Yuxi City, Yunnan Province, China.	test
common_voice_zh-CN_18994259.mp3	Zhang Fu is from southern Fujian.	test
common_voice_zh-CN_18994260.mp3	Coblen is a small town in Reutte, Tyrol, Austria.	test
common_voice_zh-CN_18994261.mp3	The earliest cathedral can be traced back to the late classical area.	test
common_voice_zh-CN_18777970.mp3	Only repressive organizations, employers and other people who exploit their rights and interests cannot join us.	test
common_voice_zh-CN_18777971.mp3	Zhu Tingue from Guilin Guangxi, political figure in Qin Dynasty.	test
common_voice_zh-CN_18777972.mp3	Zhang Xu can be:	test
common_voice_zh-CN_18777973.mp3	In the eighth year of Wanli, win the one hundred and seventy first place at Jinshi third round.	test
common_voice_zh-CN_18777974.mp3	Lin Zhifu, formerly known as Lin Sao.	test
common_voice_zh-CN_18777975.mp3	The secondary structure of nucleic acid is the base pair interaction within a single nucleic acid polymer or between two polymers.	test
common_voice_zh-CN_18777976.mp3	Viking Rollo, he is often called, ‘The First Duke of Normandy’.	test
common_voice_zh-CN_18777977.mp3	List of industrial cultural heritage of central enterprises	test
common_voice_zh-CN_18777978.mp3	Xue Liu, a native in Guangning County, Guangdong Province.	test
common_voice_zh-CN_18777979.mp3	In his final year, Han Emperor Chang wanted to make King Tao, Liu Yan the crown prince, he sent representative multiple times to consult his closest cabinets and only Ban Zhi stayed cautiously silence.	test
common_voice_zh-CN_18777990.mp3	Above categories can be subdivided according to flash point and boiling point.	test
common_voice_zh-CN_18777991.mp3	The probe may refer to:	test
common_voice_zh-CN_18777992.mp3	Detroit Lakes is a city in Becker County, Minnesota, United States.	test
common_voice_zh-CN_18777993.mp3	SMS Roon and SMS Yorck are improvised version of the former SMS Prinz Adalbert.	test
common_voice_zh-CN_18777994.mp3	In retrospect, five generations alive at the same time was very rare, Qin Zhongzhen was a little afraid of being cheated by the servants of Clan Xie.	test
common_voice_zh-CN_18778010.mp3	Paul Ledoux was a Belgian astrophysicist, best known for his work on stellar stability and variability.	test
common_voice_zh-CN_18778011.mp3	He focused on attacking tactics, making the team more aggressive and improving their ability to score goals.	test
common_voice_zh-CN_18778012.mp3	Similarly, Radio France Internationale gained autonomy by becoming a subsidiary of Radio France.	test
common_voice_zh-CN_18778014.mp3	Ranked the 57th in Zhejiang provincial examination, and later attended metropolitan examination and ranked the 71st.	test
common_voice_zh-CN_18778015.mp3	Many certificate courses also teach knowledge related to exercise prescription.	test
common_voice_zh-CN_19526094.mp3	This giant office building, which can be called as the most magnificent one in history, was demolished after filming.	test
common_voice_zh-CN_19526095.mp3	National society expressed its concerns and condolences.	test
common_voice_zh-CN_19526096.mp3	Diagram of population changes of shengmolisidailiyong.	test
common_voice_zh-CN_19526097.mp3	Such a red line indicated the location and date of the large league rally.	test
common_voice_zh-CN_19526098.mp3	Close relationship.	test
common_voice_zh-CN_19526104.mp3	The main plot of the game is that players need to play a producer to lead and train a group of idols to win the music award.	test
common_voice_zh-CN_19526105.mp3	He launched and participated in the election of the honorary chairman of German National Foundation.	test
common_voice_zh-CN_19526106.mp3	The Australian Football Association is an organization specifically administrate the affairs of Australian football.	test
common_voice_zh-CN_19526107.mp3	The Liberal National Unity party resisted this election.	test
common_voice_zh-CN_19526108.mp3	A work is always related to memories of the times.	test
common_voice_zh-CN_19526109.mp3	This is a professor of the acting department of National Academy of Chinese Theatre Arts.	test
common_voice_zh-CN_19526110.mp3	The difference between related concepts should be clarified at the end.	test
common_voice_zh-CN_19526111.mp3	The historical period of the Zhangkashan Site is the Cayo culture.	test
common_voice_zh-CN_19526112.mp3	He sponsored The Vancouver Art Museum.	test
common_voice_zh-CN_19526113.mp3	Member of Guangdong Writers Association.	test
common_voice_zh-CN_19526119.mp3	Zhao Dingchen.	test
common_voice_zh-CN_19526120.mp3	Most bodies are slender.	test
common_voice_zh-CN_19526121.mp3	With its world rankings, the Thai team got the qualification of the road bike race.	test
common_voice_zh-CN_19526122.mp3	The larvae feed on legumes.	test
common_voice_zh-CN_19526123.mp3	How a person could be so lazy?	test
common_voice_zh-CN_18670718.mp3	However, he still returned to school to share his success stories, unfortunately he died a few weeks after the sharing session.	test
common_voice_zh-CN_18670719.mp3	Aromatic hydrocarbon products include benzene and byproducts Xylene.	test
common_voice_zh-CN_18670720.mp3	His father, Li Jinyin, married into the Liu family, so Liu Qinggang took his mother’s family name.	test
common_voice_zh-CN_18670721.mp3	Originally located in Sangju, Gyeongsangbuk-do.	test
common_voice_zh-CN_18670722.mp3	Stationed in Kakeromajima of Amami Islands.	test
common_voice_zh-CN_18670778.mp3	He was naked with only a green and gold waistband around his waist and a red sash slanted from his left shoulder.	test
common_voice_zh-CN_18670779.mp3	Pushmatahais is an unincorporated community in Choctaw County, Alabama, United States.	test
common_voice_zh-CN_18670780.mp3	In Iran, Iraq, Saudi Arabia, Libya, Syria and Yemen, such persons could be sentenced to death.	test
common_voice_zh-CN_18670781.mp3	This fish is distributed in the freshwater of Ryukyu Islands, Taiwan, Palau, Guam and Mariana Islands.	test
common_voice_zh-CN_18670782.mp3	After that, they were apart and together.	test
common_voice_zh-CN_18670823.mp3	The publishing agent was first located in Zhong’ an Bridge in Hangzhou.	test
common_voice_zh-CN_18670824.mp3	Second year of Longqing, achieved two hundred and forty-sixth place in the third rank scholars.	test
